Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,RainToday,RainTomorrow
2010-07-06,Melbourne,4.3,14.6,0.0,1.0,8.2,22.0,No,No
2010-07-07,Melbourne,4.1,15.0,0.0,1.4,0.7,20.0,No,No
2010-07-09,Melbourne,3.6,16.5,0.0,0.2,9.0,41.0,No,No
2010-07-10,Melbourne,4.5,15.9,0.0,2.6,2.0,78.0,No,No
2010-07-11,Melbourne,10.8,16.1,0.0,2.0,9.0,48.0,No,No
2010-07-12,Melbourne,9.3,16.7,0.0,2.4,8.6,48.0,No,No
2010-07-13,Melbourne,9.7,16.8,0.0,2.4,3.0,67.0,No,Yes
2010-07-14,Melbourne,9.9,12.7,1.2,1.4,3.0,69.0,Yes,Yes
2010-07-15,Melbourne,6.9,13.7,5.2,2.6,4.8,37.0,Yes,No
2010-07-16,Melbourne,8.6,14.5,0.0,2.0,1.3,24.0,No,No
2010-07-17,Melbourne,5.8,13.6,0.0,1.6,3.7,46.0,No,No
2010-07-18,Melbourne,7.1,13.6,0.0,2.2,4.0,65.0,No,Yes
2010-07-19,Melbourne,7.4,14.0,8.6,2.0,6.4,24.0,Yes,No
2010-07-20,Melbourne,3.2,13.5,0.0,1.2,1.3,31.0,No,Yes
2010-07-21,Melbourne,5.7,14.4,5.6,1.6,8.0,22.0,Yes,No
2010-07-22,Melbourne,6.9,12.9,0.0,1.0,0.3,31.0,No,Yes
2010-07-23,Melbourne,9.5,12.6,2.0,0.2,0.0,19.0,Yes,No
2010-07-24,Melbourne,8.9,13.4,0.0,0.4,0.1,20.0,No,No
2010-07-25,Melbourne,6.0,15.8,0.0,1.0,6.5,30.0,No,No
2010-07-26,Melbourne,5.5,16.2,0.0,1.2,8.0,28.0,No,No
2010-07-27,Melbourne,3.9,15.1,0.0,2.8,7.8,20.0,No,No
2010-07-28,Melbourne,5.9,14.9,0.0,2.0,0.1,15.0,No,Yes
2010-07-29,Melbourne,7.5,14.9,4.4,0.8,0.0,41.0,Yes,No
2010-07-30,Melbourne,12.0,17.7,0.0,1.6,4.7,59.0,No,No
2010-07-31,Melbourne,12.0,17.9,0.0,2.2,6.7,50.0,No,Yes
2010-08-01,Melbourne,8.1,13.9,3.4,3.2,4.6,67.0,Yes,Yes
2010-08-02,Melbourne,8.1,16.5,6.0,5.2,8.0,74.0,Yes,Yes
2010-08-03,Melbourne,9.6,13.3,4.4,2.0,0.0,33.0,Yes,No
2010-08-04,Melbourne,9.5,13.8,0.0,1.2,0.1,46.0,No,Yes
2010-08-05,Melbourne,6.5,14.1,4.8,2.4,4.2,56.0,Yes,Yes
2010-08-06,Melbourne,7.3,14.5,2.2,1.2,3.0,31.0,Yes,No
2010-08-07,Melbourne,4.9,15.2,0.0,1.2,7.2,41.0,No,No
2010-08-08,Melbourne,5.7,14.6,0.0,3.0,9.8,57.0,No,No
2010-08-09,Melbourne,6.7,16.9,0.0,2.4,7.2,41.0,No,Yes
2010-08-10,Melbourne,6.4,11.4,1.4,1.4,0.1,26.0,Yes,Yes
2010-08-11,Melbourne,7.3,11.4,7.2,1.2,0.3,37.0,Yes,Yes
2010-08-12,Melbourne,8.2,15.0,16.2,3.4,4.1,70.0,Yes,Yes
2010-08-14,Melbourne,10.2,15.9,0.0,3.8,3.8,89.0,No,No
2010-08-15,Melbourne,10.8,15.7,0.0,1.4,0.9,56.0,No,Yes
2010-08-16,Melbourne,8.5,12.8,6.0,1.2,6.8,67.0,Yes,Yes
2010-08-17,Melbourne,4.8,14.8,1.4,2.6,8.0,43.0,Yes,No
2010-08-18,Melbourne,8.0,13.5,0.0,2.2,0.9,85.0,No,No
2010-08-19,Melbourne,10.2,16.6,0.0,1.2,8.1,65.0,No,No
2010-08-22,Melbourne,7.1,16.2,0.0,2.0,9.5,52.0,No,No
2010-08-23,Melbourne,6.1,17.1,0.0,3.2,5.8,52.0,No,Yes
2010-08-25,Melbourne,4.2,11.8,8.2,3.8,2.9,57.0,Yes,No
2010-08-26,Melbourne,7.0,14.9,0.2,2.2,3.0,48.0,No,No
2010-08-29,Melbourne,8.9,15.0,0.0,2.0,1.3,20.0,No,No
2010-08-30,Melbourne,5.8,18.6,0.0,1.2,8.8,54.0,No,No
2010-08-31,Melbourne,8.9,14.1,0.0,3.2,0.2,76.0,No,Yes
2010-09-01,Melbourne,11.1,13.3,5.8,1.0,0.0,54.0,Yes,Yes
2010-09-02,Melbourne,9.3,15.4,6.2,0.6,6.0,39.0,Yes,No
2010-09-03,Melbourne,7.3,16.6,0.0,2.4,1.6,30.0,No,Yes
2010-09-04,Melbourne,8.8,19.0,9.6,2.6,1.3,72.0,Yes,Yes
2010-09-05,Melbourne,10.9,17.1,3.8,2.4,5.8,91.0,Yes,Yes
2010-09-06,Melbourne,8.4,15.4,1.8,3.0,6.8,52.0,Yes,Yes
2010-09-07,Melbourne,7.4,15.8,11.2,2.6,5.3,26.0,Yes,No
2010-09-08,Melbourne,5.2,17.2,0.0,1.8,8.1,70.0,No,No
2010-09-09,Melbourne,9.1,18.3,0.0,5.4,5.8,72.0,No,Yes
2010-09-10,Melbourne,9.4,14.4,2.6,3.6,5.4,52.0,Yes,No
2010-09-13,Melbourne,10.9,15.5,0.0,2.2,2.0,35.0,No,No
2010-09-14,Melbourne,6.4,15.6,0.0,1.8,10.1,30.0,No,No
2010-09-15,Melbourne,9.4,16.5,0.0,3.2,4.6,52.0,No,Yes
2010-09-16,Melbourne,8.4,14.9,1.2,3.4,6.8,63.0,Yes,No
2010-09-17,Melbourne,8.7,14.9,0.6,4.0,0.4,46.0,No,No
2010-09-20,Melbourne,10.1,16.8,0.0,2.4,0.0,31.0,No,No
2010-09-21,Melbourne,10.9,15.4,0.4,1.8,0.0,37.0,No,No
2010-09-22,Melbourne,9.8,16.6,0.0,0.8,1.2,33.0,No,No
2010-09-23,Melbourne,10.9,16.2,0.0,1.6,2.1,33.0,No,No
2010-09-24,Melbourne,9.8,17.0,0.0,3.0,3.3,39.0,No,No
2010-09-27,Melbourne,12.8,17.3,0.2,5.2,1.0,52.0,No,Yes
2010-09-28,Melbourne,8.0,15.2,4.4,6.6,7.2,54.0,Yes,Yes
2010-09-29,Melbourne,5.8,15.3,1.2,3.0,10.1,48.0,Yes,No
2010-09-30,Melbourne,5.8,15.6,0.0,2.4,6.2,30.0,No,No
2010-10-01,Melbourne,7.5,18.4,0.0,2.8,10.2,33.0,No,No
2010-10-04,Melbourne,15.5,23.5,0.0,6.8,6.5,61.0,No,Yes
2010-10-06,Melbourne,11.2,23.9,0.0,3.6,5.4,70.0,No,Yes
2010-10-07,Melbourne,7.7,17.5,17.4,7.6,10.6,52.0,Yes,No
2010-10-08,Melbourne,10.2,17.4,0.0,4.0,6.0,35.0,No,No
2010-10-11,Melbourne,11.7,25.2,0.0,6.2,9.8,63.0,No,No
2010-10-12,Melbourne,18.3,23.4,0.0,8.0,4.2,72.0,No,Yes
2010-10-13,Melbourne,14.3,14.8,9.4,4.0,0.0,22.0,Yes,Yes
2010-10-14,Melbourne,11.2,21.2,4.0,1.4,5.9,57.0,Yes,Yes
2010-10-15,Melbourne,12.1,12.7,12.0,5.8,0.0,61.0,Yes,Yes
2010-10-18,Melbourne,10.0,18.9,0.0,4.0,6.6,56.0,No,Yes
2010-10-19,Melbourne,9.6,17.4,1.4,2.6,10.4,30.0,Yes,No
2010-10-20,Melbourne,7.1,19.6,0.0,3.6,12.1,26.0,No,No
2010-10-21,Melbourne,8.4,25.7,0.0,4.6,11.7,35.0,No,No
2010-10-22,Melbourne,12.2,28.9,0.0,6.2,10.0,61.0,No,Yes
2010-10-25,Melbourne,7.9,20.5,0.0,4.6,12.6,43.0,No,No
2010-10-26,Melbourne,10.7,22.5,0.0,5.2,6.6,43.0,No,Yes
2010-10-27,Melbourne,12.7,19.0,2.4,3.6,9.4,44.0,Yes,No
2010-10-28,Melbourne,10.2,23.9,0.0,4.6,12.4,41.0,No,No
2010-10-29,Melbourne,13.9,28.4,0.0,7.0,9.6,61.0,No,Yes
2010-11-03,Melbourne,10.3,16.6,4.0,1.6,2.4,35.0,Yes,Yes
2010-11-04,Melbourne,9.1,18.2,5.2,3.0,8.1,41.0,Yes,No
2010-11-05,Melbourne,8.8,22.7,0.0,2.0,12.6,39.0,No,No
2010-11-08,Melbourne,14.0,23.8,0.0,4.4,8.5,31.0,No,No
2010-11-09,Melbourne,13.5,29.1,0.0,5.0,13.0,44.0,No,No
2010-11-10,Melbourne,18.2,25.6,0.0,9.4,2.2,52.0,No,No
2010-11-11,Melbourne,14.0,30.7,0.0,3.8,9.5,43.0,No,No
2010-11-12,Melbourne,16.3,31.0,0.0,8.0,2.2,72.0,No,Yes
2010-11-15,Melbourne,11.7,19.4,1.2,3.0,5.0,35.0,Yes,No
2010-11-16,Melbourne,10.1,18.6,0.2,1.6,8.1,31.0,No,No
2010-11-17,Melbourne,8.9,23.4,0.0,3.2,11.9,35.0,No,No
2010-11-18,Melbourne,13.7,17.6,0.0,4.8,2.6,39.0,No,Yes
2010-11-19,Melbourne,9.6,20.3,2.6,3.2,13.0,46.0,Yes,No
2010-11-22,Melbourne,13.7,33.3,0.2,5.2,12.1,54.0,No,No
2010-11-23,Melbourne,20.6,32.3,0.0,10.2,12.9,63.0,No,No
2010-11-24,Melbourne,21.7,31.5,0.0,11.6,7.4,67.0,No,Yes
2010-11-25,Melbourne,19.6,23.5,23.0,10.0,0.3,35.0,Yes,Yes
2010-11-26,Melbourne,16.0,25.1,1.8,0.8,4.6,46.0,Yes,Yes
2010-11-29,Melbourne,13.6,22.2,0.6,2.8,5.4,50.0,No,No
2010-11-30,Melbourne,13.2,25.4,0.4,4.4,8.4,33.0,No,No
2010-12-01,Melbourne,16.5,26.6,0.2,5.4,0.6,41.0,No,Yes
2010-12-02,Melbourne,17.2,27.2,5.0,2.0,5.9,65.0,Yes,Yes
2010-12-03,Melbourne,17.2,30.0,7.8,4.6,5.1,52.0,Yes,No
2010-12-06,Melbourne,18.2,30.9,0.0,5.2,6.1,35.0,No,Yes
2010-12-07,Melbourne,21.5,28.2,2.4,6.0,1.0,67.0,Yes,Yes
2010-12-08,Melbourne,22.6,25.5,2.8,5.0,0.6,65.0,Yes,Yes
2010-12-10,Melbourne,14.0,21.1,2.4,4.8,8.3,52.0,Yes,No
2010-12-13,Melbourne,11.8,23.1,4.6,4.0,11.0,24.0,Yes,No
2010-12-14,Melbourne,14.4,28.0,0.0,4.0,13.3,31.0,No,No
2010-12-15,Melbourne,18.1,25.9,0.0,8.0,2.1,74.0,No,No
2010-12-16,Melbourne,12.7,22.0,0.8,4.0,11.4,31.0,No,No
2010-12-17,Melbourne,12.1,23.8,0.0,6.0,7.1,57.0,No,Yes
2010-12-20,Melbourne,9.9,19.3,22.2,3.8,1.5,52.0,Yes,No
2010-12-21,Melbourne,11.1,18.3,0.0,4.2,6.1,52.0,No,Yes
2010-12-22,Melbourne,10.6,25.7,1.4,3.6,13.4,33.0,Yes,No
2010-12-23,Melbourne,14.1,20.6,0.0,6.6,10.6,50.0,No,No
2010-12-24,Melbourne,11.5,23.5,0.0,6.4,12.8,31.0,No,No
2010-12-30,Melbourne,14.2,23.7,0.0,7.4,13.7,31.0,No,No
2010-12-31,Melbourne,14.9,41.1,0.0,7.6,12.3,74.0,No,No
2011-01-04,Melbourne,12.7,22.0,0.0,5.6,12.0,37.0,No,No
2011-01-12,Melbourne,20.9,27.6,15.4,1.0,2.0,59.0,Yes,Yes
2011-01-19,Melbourne,15.3,22.5,0.0,4.2,6.6,35.0,No,No
2011-01-20,Melbourne,13.3,28.4,0.0,4.6,12.6,41.0,No,No
2011-01-21,Melbourne,16.6,32.3,0.0,8.0,11.5,54.0,No,No
2011-01-24,Melbourne,15.1,21.7,4.6,7.6,7.4,48.0,Yes,No
2011-01-25,Melbourne,14.5,27.7,0.0,5.0,8.6,31.0,No,Yes
2011-01-27,Melbourne,14.9,25.7,0.2,1.8,13.6,39.0,No,No
2011-01-31,Melbourne,20.1,32.5,0.0,12.0,8.4,35.0,No,No
2011-02-01,Melbourne,24.5,40.2,0.0,5.2,9.6,70.0,No,No
2011-02-02,Melbourne,17.5,27.8,0.0,12.8,11.3,35.0,No,No
2011-02-03,Melbourne,18.6,25.6,0.0,6.0,2.9,26.0,No,Yes
2011-02-08,Melbourne,14.6,22.1,3.2,6.2,9.4,41.0,Yes,No
2011-02-09,Melbourne,12.9,27.9,0.0,5.4,8.6,39.0,No,No
2011-02-10,Melbourne,14.7,29.5,0.0,4.6,1.3,54.0,No,Yes
2011-02-14,Melbourne,14.2,24.6,4.4,4.4,12.0,31.0,Yes,No
2011-02-15,Melbourne,16.6,30.3,0.0,4.2,11.1,44.0,No,No
2011-02-16,Melbourne,18.8,29.5,0.0,6.6,3.6,41.0,No,Yes
2011-02-21,Melbourne,11.8,19.6,15.4,5.6,6.5,54.0,Yes,No
2011-02-22,Melbourne,13.9,21.3,0.2,4.6,4.1,43.0,No,No
2011-02-28,Melbourne,16.0,18.0,0.0,1.2,0.0,26.0,No,No
2011-03-01,Melbourne,14.3,19.5,0.2,1.2,8.9,54.0,No,No
2011-03-02,Melbourne,11.1,19.8,0.4,3.6,10.3,35.0,No,No
2011-03-03,Melbourne,13.6,20.1,0.0,4.6,7.8,48.0,No,No
2011-03-04,Melbourne,13.6,18.6,0.0,5.0,0.5,41.0,No,No
2011-03-07,Melbourne,15.6,29.2,0.0,7.2,11.6,80.0,No,No
2011-03-08,Melbourne,19.4,27.2,0.0,10.8,0.1,69.0,No,No
2011-03-09,Melbourne,19.4,23.8,0.2,2.6,0.7,43.0,No,Yes
2011-03-10,Melbourne,15.2,18.7,11.2,1.8,0.0,33.0,Yes,No
2011-03-11,Melbourne,15.4,27.1,0.2,0.6,7.7,24.0,No,No
2011-03-15,Melbourne,12.3,25.6,0.2,4.4,9.9,35.0,No,No
2011-03-16,Melbourne,15.4,22.0,0.0,3.8,8.2,39.0,No,No
2011-03-17,Melbourne,14.4,18.9,0.0,5.6,2.0,37.0,No,No
2011-03-18,Melbourne,14.2,19.5,0.0,3.4,3.5,35.0,No,No
2011-03-21,Melbourne,16.8,24.9,0.2,5.2,0.5,22.0,No,No
2011-03-22,Melbourne,19.1,24.0,0.0,2.2,1.0,30.0,No,No
2011-03-23,Melbourne,16.4,23.1,0.0,2.6,6.9,52.0,No,No
2011-03-24,Melbourne,15.2,19.7,0.0,3.6,0.9,54.0,No,Yes
2011-03-25,Melbourne,13.6,19.0,9.4,2.6,1.3,56.0,Yes,No
2011-03-28,Melbourne,13.7,24.3,0.0,1.8,8.0,31.0,No,No
2011-03-29,Melbourne,12.9,29.0,0.0,4.0,10.6,41.0,No,No
2011-03-30,Melbourne,14.4,22.6,0.0,5.4,6.3,54.0,No,No
2011-03-31,Melbourne,13.8,19.8,0.0,5.0,7.6,48.0,No,No
2011-05-02,Melbourne,13.1,18.8,21.2,0.6,4.4,33.0,Yes,No
2011-05-03,Melbourne,11.1,18.6,0.0,1.8,3.2,35.0,No,No
2011-05-04,Melbourne,10.8,17.8,0.0,2.0,3.6,37.0,No,No
2011-05-05,Melbourne,12.5,14.8,0.6,1.6,0.0,30.0,No,No
2011-05-06,Melbourne,11.4,15.5,0.0,1.8,2.0,24.0,No,No
2011-05-09,Melbourne,9.5,15.1,6.8,0.8,5.3,33.0,Yes,No
2011-05-10,Melbourne,3.5,14.6,0.0,1.6,3.8,37.0,No,Yes
2011-05-11,Melbourne,6.9,12.2,4.2,2.0,7.0,59.0,Yes,Yes
2011-05-12,Melbourne,5.6,14.0,6.8,2.0,0.6,43.0,Yes,Yes
2011-05-16,Melbourne,11.0,15.1,0.0,2.2,0.2,31.0,No,No
2011-05-17,Melbourne,10.6,16.1,0.0,1.2,2.5,22.0,No,No
2011-05-18,Melbourne,6.7,15.5,0.0,1.0,3.6,48.0,No,No
2011-05-20,Melbourne,11.9,19.5,0.0,3.2,0.6,50.0,No,No
2011-05-23,Melbourne,13.4,18.3,3.4,1.6,2.0,50.0,Yes,Yes
2011-05-24,Melbourne,9.8,16.6,1.2,0.2,3.2,50.0,Yes,Yes
2011-05-25,Melbourne,10.0,15.6,1.2,3.4,1.8,39.0,Yes,No
2011-05-26,Melbourne,9.6,14.5,0.0,1.8,1.1,39.0,No,Yes
2011-05-27,Melbourne,10.0,15.5,1.6,1.6,1.3,30.0,Yes,No
2011-05-30,Melbourne,5.8,16.5,0.0,0.4,7.6,37.0,No,No
2011-05-31,Melbourne,6.9,16.0,0.0,2.0,6.3,24.0,No,No
2011-06-01,Melbourne,3.4,18.3,0.0,1.6,9.3,31.0,No,No
2011-06-06,Melbourne,5.6,13.8,4.8,3.0,6.1,33.0,Yes,No
2011-06-07,Melbourne,7.0,10.9,0.0,2.8,2.8,59.0,No,Yes
2011-06-14,Melbourne,7.5,14.1,0.2,1.0,4.8,28.0,No,No
2011-06-15,Melbourne,4.6,15.0,0.0,0.2,5.8,30.0,No,No
2011-06-16,Melbourne,4.0,15.7,0.0,1.4,1.9,48.0,No,Yes
2011-06-20,Melbourne,11.0,16.2,2.0,1.8,1.0,76.0,Yes,Yes
2011-06-21,Melbourne,7.6,12.5,7.2,4.2,6.2,65.0,Yes,Yes
2011-06-22,Melbourne,7.3,13.9,4.2,3.0,0.3,44.0,Yes,No
2011-06-23,Melbourne,9.4,16.2,0.2,0.6,3.2,41.0,No,No
2011-06-24,Melbourne,11.0,18.2,0.4,1.6,2.1,35.0,No,No
2011-06-27,Melbourne,9.1,17.0,0.0,1.4,5.5,28.0,No,No
2011-06-28,Melbourne,6.8,15.2,0.0,1.4,4.7,20.0,No,No
2011-06-29,Melbourne,4.5,18.4,0.0,1.0,9.1,39.0,No,No
2011-06-30,Melbourne,6.5,17.6,0.0,1.8,7.4,63.0,No,No
2011-07-01,Melbourne,8.3,17.3,0.0,3.0,8.2,65.0,No,No
2011-07-04,Melbourne,10.0,15.8,0.2,1.2,5.0,76.0,No,No
2011-07-05,Melbourne,9.3,12.7,0.0,3.8,0.9,72.0,No,Yes
2011-07-06,Melbourne,8.9,14.2,1.8,3.8,2.6,50.0,Yes,Yes
2011-07-07,Melbourne,6.4,11.5,2.4,1.0,4.9,46.0,Yes,No
2011-07-18,Melbourne,9.1,12.8,9.2,1.4,1.8,30.0,Yes,No
2011-07-20,Melbourne,10.4,12.9,0.2,0.0,0.0,54.0,No,No
2011-07-21,Melbourne,7.8,13.4,0.0,2.2,0.1,39.0,No,No
2011-07-25,Melbourne,9.1,14.0,4.8,1.2,1.5,39.0,Yes,Yes
2011-07-28,Melbourne,4.6,16.0,0.2,2.6,9.4,61.0,No,No
2011-07-29,Melbourne,7.4,17.5,0.0,4.6,5.9,63.0,No,No
2011-08-02,Melbourne,11.7,20.2,0.4,3.4,6.4,65.0,No,No
2011-08-03,Melbourne,12.6,23.2,0.0,3.8,9.4,72.0,No,No
2011-08-04,Melbourne,15.5,21.0,0.0,7.6,4.2,57.0,No,No
2011-08-08,Melbourne,8.3,14.5,5.2,0.6,5.8,28.0,Yes,No
2011-08-09,Melbourne,7.0,12.6,0.2,1.4,0.2,30.0,No,Yes
2011-08-10,Melbourne,8.1,12.6,1.2,0.0,0.0,48.0,Yes,Yes
2011-08-11,Melbourne,9.7,16.1,3.4,0.0,1.9,43.0,Yes,No
2011-08-16,Melbourne,10.2,21.2,2.8,1.6,6.5,59.0,Yes,No
2011-08-17,Melbourne,13.9,15.5,0.0,5.6,0.5,76.0,No,Yes
2011-08-18,Melbourne,8.0,14.1,3.6,1.6,0.2,30.0,Yes,Yes
2011-08-19,Melbourne,10.0,17.3,2.2,0.2,4.6,30.0,Yes,No
2011-08-22,Melbourne,6.5,19.8,0.0,2.4,10.6,28.0,No,No
2011-08-23,Melbourne,9.1,19.9,0.0,2.8,10.7,48.0,No,No
2011-08-24,Melbourne,7.5,20.5,0.0,3.0,10.6,46.0,No,No
2011-08-25,Melbourne,11.4,21.7,0.0,4.6,8.1,63.0,No,No
2011-08-29,Melbourne,11.1,15.9,0.2,3.8,5.2,46.0,No,No
2011-08-30,Melbourne,5.1,15.3,0.0,3.6,5.7,35.0,No,No
2011-08-31,Melbourne,8.6,15.4,0.0,2.4,1.6,31.0,No,No
2011-09-02,Melbourne,8.9,21.7,0.0,2.4,10.3,54.0,No,No
2011-09-05,Melbourne,8.8,22.3,0.0,2.0,9.6,46.0,No,No
2011-09-06,Melbourne,12.1,16.7,0.0,5.2,4.2,74.0,No,No
2011-09-07,Melbourne,6.9,16.1,0.0,2.8,8.0,43.0,No,No
2011-09-21,Melbourne,9.5,20.7,0.0,4.0,3.9,37.0,No,No
2011-09-23,Melbourne,11.3,16.4,0.0,11.0,6.1,65.0,No,No
2011-09-26,Melbourne,7.1,20.9,0.0,6.6,9.1,61.0,No,No
2011-09-27,Melbourne,12.1,22.5,0.0,6.8,5.7,76.0,No,No
2011-10-10,Melbourne,7.4,16.1,3.6,3.0,5.6,41.0,Yes,Yes
2011-10-11,Melbourne,10.1,16.8,2.0,3.2,4.0,46.0,Yes,No
2011-10-12,Melbourne,9.4,17.4,0.0,4.0,5.8,30.0,No,No
2011-10-13,Melbourne,7.8,21.2,0.2,2.8,10.9,35.0,No,No
2011-10-17,Melbourne,7.7,18.7,2.4,5.8,12.2,28.0,Yes,No
2011-10-18,Melbourne,7.5,25.1,0.0,4.4,12.3,67.0,No,No
2011-10-19,Melbourne,12.9,29.2,0.0,8.0,12.5,59.0,No,No
2011-10-20,Melbourne,19.7,29.2,0.0,12.6,5.7,70.0,No,Yes
2011-10-24,Melbourne,13.8,18.4,7.2,6.0,0.0,37.0,Yes,Yes
2011-10-25,Melbourne,10.7,17.6,7.6,1.6,2.1,48.0,Yes,No
2011-10-26,Melbourne,10.3,20.7,0.0,3.2,12.5,33.0,No,No
2011-10-27,Melbourne,11.9,25.9,0.0,5.6,10.0,57.0,No,No
2011-11-02,Melbourne,12.6,15.8,0.4,2.6,0.0,41.0,No,No
2011-11-03,Melbourne,11.3,18.1,0.8,1.4,3.9,31.0,No,Yes
2011-11-07,Melbourne,14.6,28.8,0.2,2.8,9.0,37.0,No,Yes
2011-11-08,Melbourne,16.8,26.9,8.4,5.8,3.2,57.0,Yes,No
2011-11-09,Melbourne,18.3,29.1,0.4,4.8,6.0,65.0,No,Yes
2011-11-10,Melbourne,14.5,22.7,17.4,7.0,6.9,48.0,Yes,No
2011-11-14,Melbourne,15.9,26.0,4.2,3.4,9.6,56.0,Yes,No
2011-11-15,Melbourne,12.7,30.1,0.0,4.6,10.7,43.0,No,Yes
2011-11-16,Melbourne,13.6,20.8,9.4,6.6,11.5,37.0,Yes,No
2011-11-17,Melbourne,10.4,28.2,0.0,5.6,10.7,33.0,No,No
2011-11-24,Melbourne,11.3,25.3,0.4,5.6,13.6,35.0,No,No
2011-11-29,Melbourne,18.4,34.7,0.0,6.8,1.6,70.0,No,Yes
2011-11-30,Melbourne,15.9,19.3,1.8,8.8,3.6,76.0,Yes,Yes
2011-12-01,Melbourne,9.9,18.7,3.4,4.4,7.1,44.0,Yes,No
2011-12-02,Melbourne,10.7,20.6,0.0,4.0,13.7,43.0,No,No
2011-12-05,Melbourne,8.6,21.4,0.2,2.6,13.8,65.0,No,No
2011-12-06,Melbourne,10.5,25.9,0.0,8.0,13.4,39.0,No,No
2011-12-07,Melbourne,12.9,29.3,0.0,6.4,13.3,41.0,No,No
2011-12-08,Melbourne,15.7,32.4,0.0,7.4,12.2,65.0,No,No
2011-12-13,Melbourne,14.2,20.0,1.6,5.2,7.9,50.0,Yes,No
2011-12-14,Melbourne,13.7,20.2,0.0,6.4,8.2,43.0,No,No
2011-12-15,Melbourne,12.7,23.3,0.0,5.2,12.3,41.0,No,No
2011-12-19,Melbourne,17.7,23.3,7.4,5.4,2.3,41.0,Yes,No
2011-12-20,Melbourne,15.5,22.4,0.0,5.2,6.9,39.0,No,No
2011-12-21,Melbourne,15.5,25.5,0.0,6.2,4.8,37.0,No,No
2012-01-03,Melbourne,23.5,29.8,0.0,16.2,5.4,41.0,No,Yes
2012-01-04,Melbourne,18.5,23.0,2.0,7.8,9.7,57.0,Yes,No
2012-01-05,Melbourne,14.4,21.8,0.0,8.2,9.5,44.0,No,No
2012-01-06,Melbourne,13.8,24.4,0.0,6.6,10.8,43.0,No,No
2012-01-09,Melbourne,14.7,24.6,13.2,8.2,11.1,52.0,Yes,Yes
2012-01-10,Melbourne,13.8,20.1,1.2,8.6,5.8,46.0,Yes,Yes
2012-01-11,Melbourne,13.0,19.0,2.8,6.0,9.8,74.0,Yes,Yes
2012-01-12,Melbourne,12.5,21.5,2.6,7.4,4.6,41.0,Yes,No
2012-01-16,Melbourne,14.6,33.6,0.8,6.6,13.6,74.0,No,No
2012-01-17,Melbourne,23.7,34.3,0.0,18.4,11.4,76.0,No,No
2012-01-19,Melbourne,15.6,24.0,0.0,7.0,12.3,41.0,No,No
2012-01-20,Melbourne,16.3,21.5,0.0,7.0,0.0,30.0,No,No
2012-01-23,Melbourne,18.6,33.5,0.0,11.4,13.3,56.0,No,No
2012-01-24,Melbourne,20.4,35.0,0.0,12.8,13.3,67.0,No,No
2012-01-25,Melbourne,20.3,25.0,0.0,11.6,7.3,39.0,No,No
2012-01-30,Melbourne,22.3,32.5,2.8,10.8,6.9,74.0,Yes,Yes
2012-01-31,Melbourne,15.1,20.8,3.4,10.4,4.0,54.0,Yes,No
2012-02-01,Melbourne,12.9,24.5,0.0,5.8,13.2,61.0,No,No
2012-02-02,Melbourne,13.7,27.1,0.0,9.0,11.4,39.0,No,No
2012-02-06,Melbourne,13.5,23.8,6.6,10.6,11.8,56.0,Yes,No
2012-02-07,Melbourne,14.5,22.0,0.0,6.0,3.8,43.0,No,No
2012-02-08,Melbourne,13.7,22.2,0.0,5.6,11.1,48.0,No,No
2012-02-09,Melbourne,12.4,25.2,0.0,6.4,11.3,41.0,No,No
2012-02-13,Melbourne,16.8,24.7,7.6,4.4,6.7,41.0,Yes,No
2012-02-14,Melbourne,16.0,29.0,0.0,4.8,10.4,33.0,No,No
2012-02-15,Melbourne,17.4,34.0,0.0,8.4,7.8,61.0,No,No
2012-02-16,Melbourne,21.9,27.4,0.0,13.4,4.8,46.0,No,Yes
2012-02-20,Melbourne,19.5,23.9,0.0,4.6,1.0,35.0,No,No
2012-02-21,Melbourne,17.8,24.4,0.0,4.0,6.6,39.0,No,No
2012-02-22,Melbourne,14.7,26.1,0.0,3.4,12.6,33.0,No,No
2012-02-23,Melbourne,16.0,25.8,0.0,5.8,11.9,39.0,No,No
2012-02-27,Melbourne,21.6,25.1,10.0,11.4,0.0,81.0,Yes,Yes
2012-02-29,Melbourne,16.2,23.3,0.6,2.0,1.5,31.0,No,Yes
2012-03-01,Melbourne,15.7,20.8,14.8,3.2,0.0,63.0,Yes,No
2012-03-05,Melbourne,15.5,22.5,17.0,6.8,6.7,39.0,Yes,No
2012-03-06,Melbourne,15.5,22.3,0.0,4.8,6.6,44.0,No,No
2012-03-07,Melbourne,13.7,22.0,0.0,4.8,11.0,54.0,No,No
2012-03-08,Melbourne,14.9,21.8,0.0,6.0,4.1,43.0,No,No
2012-03-13,Melbourne,13.5,29.9,0.0,4.8,9.5,37.0,No,No
2012-03-14,Melbourne,16.8,31.6,0.0,7.4,8.7,69.0,No,Yes
2012-03-15,Melbourne,21.2,27.2,1.8,8.6,2.4,65.0,Yes,Yes
2012-03-19,Melbourne,13.0,28.2,3.0,5.2,11.5,41.0,Yes,No
2012-03-20,Melbourne,15.8,27.6,0.0,6.8,11.1,69.0,No,No
2012-03-21,Melbourne,17.9,21.1,0.0,8.4,5.1,74.0,No,Yes
2012-03-22,Melbourne,11.4,20.8,10.0,4.4,9.5,35.0,Yes,No
